,Date,Year,Month,Global Temperature Anomalies,Global Precipitation,Nino 1+2 SST,Nino 1+2 SST Anomalies,Nino 3 SST,Nino 3 SST Anomalies,Nino 3.4 SST,Nino 3.4 SST Anomalies,Nino 4 SST,Nino 4 SST Anomalies,TNI OISST,TNI HadISST,PNA,OLR,SOI,Season (2-Month),MEI.ext,MEI.v2,Season (3-Month),ONI,Season (12-Month),ENSO Phase-Intensity
608,2000-09-01,2000,SEP,0.45,81.91,20.01,-0.57,24.55,-0.46,26.24,-0.52,28.34,-0.33,-0.798,-0.224,-1.21,0.5,0.9,AS,-0.113,-0.35,ASO,-0.6,2000-2001,WL
609,2000-10-01,2000,OCT,0.31,83.08,20.38,-0.5,24.51,-0.57,26.06,-0.71,28.02,-0.66,-0.377,0.036,0.44,0.4,1.1,SO,-0.109,-0.52,SON,-0.6,2000-2001,WL
610,2000-11-01,2000,NOV,0.3,80.13,20.65,-0.97,24.29,-0.91,25.92,-0.9,28.0,-0.67,-0.097,0.269,0.7,0.7,1.8,ON,-0.397,-0.86,OND,-0.8,2000-2001,WL
611,2000-12-01,2000,DEC,0.29,83.14,22.43,-0.41,24.55,-0.72,25.59,-1.05,27.29,-1.16,0.362,0.618,0.92,1.0,0.8,ND,-0.642,-0.79,NDJ,-0.7,2000-2001,WL
612,2001-01-01,2001,JAN,0.46,81.1,24.15,-0.37,25.25,-0.43,25.81,-0.76,27.31,-0.91,0.785,0.921,1.29,1.5,1.0,DJ,-0.706,-0.83,DJF,-0.7,2001-2002,N
613,2001-02-01,2001,FEB,0.43,72.59,25.71,-0.38,26.17,-0.21,26.18,-0.56,27.1,-0.99,1.25,1.144,-0.51,0.6,1.7,JF,-0.796,-0.86,JFM,-0.5,2001-2002,N
614,2001-03-01,2001,MAR,0.54,81.89,26.94,0.34,27.27,0.1,26.86,-0.37,27.5,-0.73,0.853,0.813,0.39,0.8,0.9,FM,-0.71,-0.78,FMA,-0.4,2001-2002,N
615,2001-04-01,2001,APR,0.53,79.19,26.26,0.53,27.35,-0.22,27.24,-0.56,27.91,-0.6,0.239,0.329,-0.7,0.0,0.2,MA,-0.398,-0.55,MAM,-0.3,2001-2002,N
616,2001-05-01,2001,MAY,0.57,83.17,24.26,-0.35,26.99,-0.22,27.42,-0.46,28.38,-0.41,-0.568,-0.35,-0.01,-0.2,-0.5,AM,-0.322,-0.51,AMJ,-0.3,2001-2002,N
617,2001-06-01,2001,JUN,0.53,81.89,22.49,-0.69,26.42,-0.23,27.55,-0.16,28.58,-0.27,-1.504,-1.088,-0.89,0.0,0.3,MJ,-0.349,-0.73,MJJ,-0.1,2001-2002,N
618,2001-07-01,2001,JUL,0.62,85.49,21.25,-0.58,25.5,-0.37,27.19,-0.11,28.94,0.15,-2.452,-1.91,-0.36,0.0,-0.2,JJ,-0.225,0.04,JJA,-0.1,2001-2002,N
619,2001-08-01,2001,AUG,0.54,83.19,20.31,-0.55,24.86,-0.35,26.81,-0.09,28.77,0.07,-2.846,-2.233,-0.14,-0.4,-0.4,JA,-0.041,0.38,JAS,-0.1,2001-2002,N
620,2001-09-01,2001,SEP,0.55,79.85,19.81,-0.77,24.51,-0.5,26.58,-0.19,29.06,0.39,-2.858,-2.24,0.04,0.3,0.2,AS,-0.098,-0.06,ASO,-0.2,2001-2002,N
621,2001-10-01,2001,OCT,0.5,83.38,19.8,-1.07,24.62,-0.47,26.52,-0.25,28.87,0.19,-2.637,-2.123,-0.08,-0.1,0.0,SO,-0.256,-0.22,SON,-0.3,2001-2002,N
622,2001-11-01,2001,NOV,0.69,81.86,20.77,-0.85,24.35,-0.84,26.35,-0.48,28.79,0.12,-2.674,-2.084,1.03,-0.4,0.7,ON,-0.29,-0.28,OND,-0.4,2001-2002,N
623,2001-12-01,2001,DEC,0.62,82.45,22.19,-0.64,24.68,-0.59,26.11,-0.53,28.36,-0.09,-2.37,-1.637,0.26,-1.8,-0.8,ND,-0.199,0.06,NDJ,-0.3,2001-2002,N
624,2002-01-01,2002,JAN,0.68,86.0,23.94,-0.58,25.02,-0.65,26.36,-0.2,28.6,0.38,-1.78,-1.186,-0.7,-0.2,0.4,DJ,-0.064,0.09,DJF,-0.2,2002-2003,ME
625,2002-02-01,2002,FEB,0.68,75.82,26.02,-0.07,26.03,-0.34,26.76,0.03,28.42,0.32,-1.343,-0.929,-0.11,-1.2,1.1,JF,-0.091,-0.26,JFM,0.0,2002-2003,ME
626,2002-03-01,2002,MAR,0.83,85.64,27.29,0.69,27.22,0.06,27.17,-0.06,28.29,0.06,-1.287,-0.802,-1.56,-1.0,-0.2,FM,0.045,-0.2,FMA,0.1,2002-2003,ME
627,2002-04-01,2002,APR,0.56,78.41,26.39,0.66,27.45,-0.12,27.84,0.03,28.88,0.37,-1.326,-0.918,-2.4,0.3,-0.1,MA,0.359,-0.36,MAM,0.2,2002-2003,ME
628,2002-05-01,2002,MAY,0.66,83.34,25.35,0.74,27.38,0.16,28.07,0.19,29.29,0.5,-1.663,-1.281,-0.56,0.1,-0.8,AM,0.669,-0.14,AMJ,0.4,2002-2003,ME
629,2002-06-01,2002,JUN,0.58,83.67,23.3,0.12,27.13,0.48,28.31,0.6,29.34,0.5,-2.335,-1.757,0.06,-0.7,-0.2,MJ,0.912,0.34,MJJ,0.7,2002-2003,ME
630,2002-07-01,2002,JUL,0.64,83.8,21.86,0.02,26.17,0.3,27.88,0.58,29.24,0.46,-2.871,-2.067,0.4,0.2,-0.5,JJ,0.667,0.44,JJA,0.8,2002-2003,ME
631,2002-08-01,2002,AUG,0.56,84.93,20.71,-0.15,25.53,0.31,27.56,0.66,29.23,0.54,-3.001,-2.169,0.61,-1.6,-1.0,JA,0.636,1.01,JAS,0.9,2002-2003,ME
632,2002-09-01,2002,SEP,0.61,80.81,20.8,0.22,25.68,0.67,27.61,0.85,29.24,0.56,-2.878,-1.903,0.6,-1.9,-0.6,AS,0.903,0.88,ASO,1.0,2002-2003,ME
633,2002-10-01,2002,OCT,0.57,80.49,21.64,0.77,25.75,0.66,27.79,1.02,29.25,0.57,-2.546,-1.552,-0.55,-1.5,-0.4,SO,1.09,0.84,SON,1.2,2002-2003,ME
634,2002-11-01,2002,NOV,0.57,80.78,22.81,1.19,26.29,1.09,28.03,1.2,29.5,0.83,-2.413,-1.383,1.46,-1.8,-0.5,ON,1.207,0.84,OND,1.3,2002-2003,ME
635,2002-12-01,2002,DEC,0.51,83.37,23.73,0.89,26.42,1.15,27.94,1.3,29.28,0.83,-2.311,-1.289,1.28,-1.6,-1.1,ND,1.223,0.91,NDJ,1.1,2002-2003,ME
636,2003-01-01,2003,JAN,0.71,85.59,24.47,-0.05,26.34,0.67,27.45,0.88,28.86,0.64,-2.523,-1.484,1.01,-2.3,-0.2,DJ,1.252,0.82,DJF,0.9,2003-2004,N
637,2003-02-01,2003,FEB,0.62,76.19,26.14,0.04,26.78,0.4,27.39,0.65,28.71,0.61,-2.644,-1.7,0.68,-1.1,-0.7,JF,1.084,0.63,JFM,0.6,2003-2004,N
638,2003-03-01,2003,MAR,0.59,85.61,26.66,0.06,27.31,0.15,27.73,0.5,28.83,0.61,-2.91,-1.983,-0.36,-0.8,-0.3,FM,0.953,0.53,FMA,0.4,2003-2004,N
639,2003-04-01,2003,APR,0.57,79.67,24.96,-0.77,27.21,-0.36,27.67,-0.14,28.67,0.16,-2.995,-2.153,-0.1,0.3,-0.1,MA,0.816,-0.11,MAM,0.0,2003-2004,N
640,2003-05-01,2003,MAY,0.6,83.56,22.87,-1.74,26.3,-0.91,27.28,-0.6,28.59,-0.2,-3.04,-2.241,-1.85,0.1,-0.3,AM,0.262,-0.61,AMJ,-0.3,2003-2004,N
641,2003-06-01,2003,JUN,0.5,80.83,22.23,-0.95,26.06,-0.59,27.37,-0.34,28.86,0.02,-2.895,-1.985,-0.53,0.8,-0.6,MJ,-0.094,-0.1,MJJ,-0.2,2003-2004,N
642,2003-07-01,2003,JUL,0.58,84.1,21.39,-0.44,25.85,-0.02,27.34,0.04,28.93,0.14,-2.723,-1.917,0.73,-0.2,0.3,JJ,0.004,0.01,JJA,0.1,2003-2004,N
643,2003-08-01,2003,AUG,0.64,84.61,21.04,0.18,25.38,0.16,26.94,0.04,28.83,0.14,-2.412,-1.769,-0.31,0.5,0.1,JA,0.083,0.05,JAS,0.2,2003-2004,N
644,2003-09-01,2003,SEP,0.69,82.17,20.31,-0.27,25.11,0.1,26.94,0.18,28.81,0.14,-2.082,-1.499,0.59,0.0,-0.1,AS,0.36,0.18,ASO,0.3,2003-2004,N
645,2003-10-01,2003,OCT,0.74,82.13,21.14,0.27,25.5,0.42,27.19,0.42,29.12,0.44,-1.738,-1.169,1.23,0.0,0.0,SO,0.533,0.28,SON,0.3,2003-2004,N
646,2003-11-01,2003,NOV,0.56,80.21,22.07,0.44,25.52,0.32,27.03,0.21,29.08,0.41,-1.596,-1.168,-1.65,0.5,-0.3,ON,0.594,0.3,OND,0.4,2003-2004,N
647,2003-12-01,2003,DEC,0.73,84.75,23.31,0.47,25.94,0.68,26.98,0.34,28.75,0.3,-1.522,-0.94,0.56,-0.1,1.1,ND,0.646,0.14,NDJ,0.4,2003-2004,N
648,2004-01-01,2004,JAN,0.62,84.16,24.79,0.28,26.14,0.47,26.78,0.22,28.54,0.31,-1.6,-0.809,-0.12,-0.9,-1.3,DJ,0.526,0.19,DJF,0.4,2004-2005,WE
649,2004-02-01,2004,FEB,0.7,80.45,26.22,0.12,26.64,0.26,26.9,0.16,28.37,0.27,-1.571,-0.86,1.12,0.4,1.2,JF,0.331,-0.05,JFM,0.3,2004-2005,WE
650,2004-03-01,2004,MAR,0.67,86.86,25.82,-0.78,27.11,-0.05,27.05,-0.18,28.3,0.08,-1.913,-1.21,0.0,-0.5,0.4,FM,0.118,-0.43,FMA,0.2,2004-2005,WE
651,2004-04-01,2004,APR,0.62,79.97,25.71,-0.02,27.42,-0.15,27.76,-0.04,28.58,0.06,-2.272,-1.466,0.25,-0.8,-0.9,MA,0.125,-0.23,MAM,0.2,2004-2005,WE
652,2004-05-01,2004,MAY,0.4,82.93,23.65,-0.97,26.77,-0.44,27.95,0.07,28.95,0.15,-2.637,-1.85,-1.46,0.3,1.0,AM,0.299,-0.46,AMJ,0.2,2004-2005,WE
653,2004-06-01,2004,JUN,0.44,82.16,22.24,-0.94,26.4,-0.24,27.7,0.0,28.91,0.07,-2.999,-2.17,-0.28,-1.1,-0.8,MJ,0.214,-0.39,MJJ,0.3,2004-2005,WE
654,2004-07-01,2004,JUL,0.37,80.26,21.08,-0.75,25.91,0.04,27.76,0.47,29.14,0.35,-3.376,-2.41,-0.33,0.1,-0.5,JJ,0.271,0.46,JJA,0.5,2004-2005,WE
655,2004-08-01,2004,AUG,0.49,84.42,20.23,-0.63,25.31,0.09,27.51,0.61,29.1,0.4,-3.253,-2.342,1.52,-0.4,-0.3,JA,0.582,0.77,JAS,0.6,2004-2005,WE
656,2004-09-01,2004,SEP,0.55,78.91,20.25,-0.33,25.27,0.26,27.43,0.67,29.32,0.65,-2.993,-2.137,-0.11,-0.3,-0.3,AS,0.803,0.59,ASO,0.7,2004-2005,WE
657,2004-10-01,2004,OCT,0.62,82.39,21.21,0.34,25.5,0.41,27.41,0.64,29.35,0.67,-2.731,-1.832,-1.37,-0.3,-0.1,SO,0.68,0.4,SON,0.7,2004-2005,WE
658,2004-11-01,2004,NOV,0.7,81.29,22.51,0.89,25.75,0.55,27.41,0.59,29.31,0.64,-2.505,-1.708,0.29,-0.8,-0.7,ON,0.69,0.56,OND,0.7,2004-2005,WE
659,2004-12-01,2004,DEC,0.54,85.63,22.99,0.15,25.83,0.56,27.28,0.63,29.13,0.68,-2.393,-1.606,-0.04,-0.1,-0.8,ND,0.74,0.48,NDJ,0.7,2004-2005,WE
660,2005-01-01,2005,JAN,0.76,85.81,24.64,0.13,25.96,0.28,27.18,0.61,29.11,0.89,-2.598,-1.816,-0.62,-0.1,0.3,DJ,0.432,0.09,DJF,0.6,2005-2006,WL
661,2005-02-01,2005,FEB,0.63,77.22,25.52,-0.58,26.25,-0.13,26.97,0.24,28.71,0.61,-2.605,-1.851,-0.11,-2.2,-3.1,JF,0.28,0.61,JFM,0.6,2005-2006,WL
662,2005-03-01,2005,MAR,0.74,87.64,25.23,-1.37,26.93,-0.23,27.5,0.27,28.74,0.51,-2.408,-1.721,0.56,0.0,0.3,FM,0.631,0.83,FMA,0.5,2005-2006,WL
663,2005-04-01,2005,APR,0.68,82.0,25.12,-0.61,27.57,0.0,27.93,0.13,28.8,0.29,-2.383,-1.641,1.0,-0.5,-0.6,MA,0.773,0.14,MAM,0.4,2005-2006,WL
664,2005-05-01,2005,MAY,0.66,83.08,24.58,-0.04,27.4,0.19,28.1,0.22,29.0,0.21,-2.284,-1.459,1.62,-0.2,-0.8,AM,0.588,0.19,AMJ,0.3,2005-2006,WL
665,2005-06-01,2005,JUN,0.67,80.75,22.51,-0.67,26.76,0.11,27.91,0.2,29.07,0.23,-1.897,-1.143,0.42,0.1,0.4,MJ,0.737,0.2,MJJ,0.1,2005-2006,WL
666,2005-07-01,2005,JUL,0.64,84.91,21.43,-0.4,25.98,0.11,27.37,0.08,28.92,0.13,-1.885,-1.219,-0.02,-0.6,0.2,JJ,0.8,0.0,JJA,-0.1,2005-2006,WL
667,2005-08-01,2005,AUG,0.6,85.31,20.29,-0.57,25.44,0.22,26.96,0.06,28.71,0.02,-2.124,-1.501,0.69,0.3,-0.3,JA,0.492,0.01,JAS,-0.1,2005-2006,WL
668,2005-09-01,2005,SEP,0.71,81.95,19.9,-0.68,24.8,-0.21,26.64,-0.12,28.64,-0.04,-1.999,-1.618,1.32,-0.1,0.4,AS,0.08,-0.02,ASO,-0.1,2005-2006,WL
669,2005-10-01,2005,OCT,0.73,83.4,19.76,-1.11,24.77,-0.32,26.7,-0.07,28.74,0.06,-1.668,-1.608,1.16,0.0,1.2,SO,-0.661,-0.66,SON,-0.3,2005-2006,WL
670,2005-11-01,2005,NOV,0.76,78.51,20.36,-1.27,24.22,-0.98,26.29,-0.54,28.56,-0.12,-1.264,-1.324,-0.74,0.4,-0.2,ON,-0.998,-0.7,OND,-0.6,2005-2006,WL
671,2005-12-01,2005,DEC,0.72,83.37,22.12,-0.71,24.05,-1.21,25.84,-0.8,28.26,-0.18,-0.475,-0.555,1.07,0.8,0.0,ND,-0.954,-0.7,NDJ,-0.8,2005-2006,WL
672,2006-01-01,2006,JAN,0.6,86.1,24.41,-0.11,24.85,-0.82,25.64,-0.93,27.66,-0.56,0.151,-0.076,-0.1,0.8,1.7,DJ,,-0.64,DJF,-0.9,2006-2007,WE
673,2006-02-01,2006,FEB,0.76,76.36,26.68,0.58,26.11,-0.27,26.06,-0.67,27.37,-0.73,0.067,0.151,-0.44,0.4,0.1,JF,,-0.48,JFM,-0.8,2006-2007,WE
674,2006-03-01,2006,MAR,0.65,86.75,26.32,-0.28,26.59,-0.57,26.57,-0.66,27.74,-0.49,-0.099,0.196,-0.56,1.1,1.8,FM,,-0.62,FMA,-0.6,2006-2007,WE
675,2006-04-01,2006,APR,0.55,79.77,24.52,-1.21,27.27,-0.3,27.52,-0.28,28.17,-0.34,-0.601,-0.099,0.2,0.3,1.1,MA,,-0.84,MAM,-0.4,2006-2007,WE
676,2006-05-01,2006,MAY,0.55,81.29,24.17,-0.44,27.16,-0.05,27.82,-0.06,28.65,-0.14,-1.17,-0.692,-1.03,0.7,-0.5,AM,,-0.42,AMJ,-0.1,2006-2007,WE
677,2006-06-01,2006,JUN,0.64,81.77,22.9,-0.27,26.65,0.0,27.79,0.08,29.0,0.16,-1.501,-0.968,-1.02,-0.4,-0.2,MJ,,-0.18,MJJ,0.0,2006-2007,WE
678,2006-07-01,2006,JUL,0.56,83.88,22.0,0.17,25.85,-0.02,27.28,-0.01,28.93,0.14,-1.289,-0.99,1.29,0.0,-0.6,JJ,,0.21,JJA,0.1,2006-2007,WE
679,2006-08-01,2006,AUG,0.71,85.79,21.61,0.75,25.61,0.39,27.23,0.33,29.11,0.42,-1.087,-0.869,-1.45,-0.5,-1.0,JA,,0.59,JAS,0.3,2006-2007,WE
680,2006-09-01,2006,SEP,0.67,82.54,21.73,1.15,25.81,0.8,27.29,0.53,29.33,0.66,-0.991,-0.729,0.31,-0.5,-0.6,AS,,0.65,ASO,0.5,2006-2007,WE
681,2006-10-01,2006,OCT,0.68,84.75,22.48,1.6,25.88,0.79,27.42,0.65,29.32,0.63,-1.131,-0.715,-0.76,-1.0,-1.3,SO,,0.77,SON,0.8,2006-2007,WE
682,2006-11-01,2006,NOV,0.68,80.71,22.82,1.2,26.08,0.88,27.67,0.85,29.51,0.84,-1.184,-0.626,-1.34,-0.7,0.1,ON,,1.0,OND,0.9,2006-2007,WE
683,2006-12-01,2006,DEC,0.78,84.61,23.95,1.11,26.41,1.14,27.74,1.1,29.35,0.9,-1.204,-0.531,1.55,-0.8,-0.3,ND,,0.64,NDJ,0.9,2006-2007,WE
684,2007-01-01,2007,JAN,0.91,86.44,25.13,0.61,26.61,0.94,27.31,0.75,28.92,0.69,-1.594,-0.783,0.27,-1.4,-0.8,DJ,,0.64,DJF,0.7,2007-2008,SL
685,2007-02-01,2007,FEB,0.7,76.86,26.26,0.16,26.52,0.14,26.84,0.11,28.61,0.52,-1.834,-1.016,-0.42,-0.1,-0.1,JF,,0.39,JFM,0.2,2007-2008,SL
686,2007-03-01,2007,MAR,0.68,85.42,26.28,-0.33,26.71,-0.46,27.16,-0.08,28.63,0.4,-2.022,-1.262,-0.12,0.4,0.2,FM,,-0.19,FMA,-0.1,2007-2008,SL
687,2007-04-01,2007,APR,0.78,79.4,25.19,-0.54,27.26,-0.31,27.7,-0.1,28.66,0.15,-2.341,-1.697,0.97,-0.1,-0.1,MA,,-0.32,MAM,-0.3,2007-2008,SL
688,2007-05-01,2007,MAY,0.64,82.7,23.49,-1.12,26.42,-0.79,27.45,-0.43,28.65,-0.14,-2.655,-1.95,0.03,0.1,-0.1,AM,,-0.41,AMJ,-0.4,2007-2008,SL
689,2007-06-01,2007,JUN,0.59,82.62,22.34,-0.83,26.19,-0.46,27.57,-0.14,28.73,-0.11,-2.697,-2.087,-0.3,0.4,0.5,MJ,,-0.83,MJJ,-0.5,2007-2008,SL
690,2007-07-01,2007,JUL,0.59,85.58,21.18,-0.65,25.24,-0.63,26.89,-0.41,28.55,-0.24,-2.565,-2.006,1.65,0.7,-0.3,JJ,,-0.75,JJA,-0.6,2007-2008,SL
691,2007-08-01,2007,AUG,0.57,82.55,19.89,-0.97,24.2,-1.02,26.32,-0.58,28.53,-0.17,-2.305,-1.763,1.96,0.4,0.4,JA,,-0.9,JAS,-0.8,2007-2008,SL
692,2007-09-01,2007,SEP,0.6,79.97,19.51,-1.07,23.99,-1.02,25.9,-0.86,28.16,-0.52,-1.865,-1.315,1.52,0.5,0.2,AS,,-1.06,ASO,-1.1,2007-2008,SL
693,2007-10-01,2007,OCT,0.6,81.4,19.28,-1.59,23.8,-1.29,25.58,-1.19,28.05,-0.63,-1.291,-0.916,0.77,1.0,0.7,SO,,-1.13,SON,-1.3,2007-2008,SL
694,2007-11-01,2007,NOV,0.57,81.0,19.72,-1.9,23.66,-1.54,25.4,-1.42,27.57,-1.1,-0.302,-0.132,0.65,0.2,0.9,ON,,-1.12,OND,-1.5,2007-2008,SL
695,2007-12-01,2007,DEC,0.49,84.28,21.12,-1.72,23.91,-1.36,25.47,-1.18,27.65,-0.8,0.85,0.76,-0.16,1.5,1.7,ND,,-1.19,NDJ,-1.6,2007-2008,SL
696,2008-01-01,2008,JAN,0.28,83.65,24.26,-0.26,24.32,-1.35,24.97,-1.59,26.78,-1.44,1.836,1.509,-1.06,0.6,1.8,DJ,,-1.06,DJF,-1.6,2008-2009,WL
697,2008-02-01,2008,FEB,0.33,79.54,26.36,0.27,25.3,-1.08,25.25,-1.49,26.71,-1.39,2.404,2.104,0.37,2.1,2.6,JF,,-1.27,JFM,-1.5,2008-2009,WL
698,2008-03-01,2008,MAR,0.7,82.16,27.12,0.52,26.69,-0.47,26.3,-0.94,27.14,-1.09,2.671,2.289,-0.61,1.9,1.4,FM,,-1.52,FMA,-1.3,2008-2009,WL
699,2008-04-01,2008,APR,0.52,77.73,26.05,0.32,27.28,-0.29,26.95,-0.85,27.57,-0.94,2.493,2.138,-1.18,1.2,0.7,MA,,-1.11,MAM,-1.0,2008-2009,WL
700,2008-05-01,2008,MAY,0.51,80.49,24.69,0.07,27.18,-0.03,27.19,-0.69,27.9,-0.9,2.015,1.695,1.25,0.9,-0.1,AM,,-0.99,AMJ,-0.8,2008-2009,WL
701,2008-06-01,2008,JUN,0.49,81.13,23.62,0.44,26.52,-0.12,27.07,-0.64,27.99,-0.85,1.613,1.33,-1.76,0.3,0.6,MJ,,-0.8,MJJ,-0.6,2008-2009,WL
702,2008-07-01,2008,JUL,0.59,85.05,22.74,0.9,26.12,0.25,27.03,-0.27,28.11,-0.68,1.429,0.942,-0.51,0.5,0.3,JJ,,-0.78,JJA,-0.4,2008-2009,WL
703,2008-08-01,2008,AUG,0.53,82.36,22.04,1.18,25.79,0.57,26.83,-0.07,28.02,-0.68,1.173,0.771,0.89,0.3,1.0,JA,,-1.01,JAS,-0.2,2008-2009,WL
704,2008-09-01,2008,SEP,0.61,81.59,21.7,1.12,25.35,0.34,26.52,-0.24,28.09,-0.58,0.955,0.687,0.89,0.1,1.2,AS,,-1.02,ASO,-0.2,2008-2009,WL
705,2008-10-01,2008,OCT,0.68,81.14,21.32,0.45,25.32,0.23,26.57,-0.2,28.25,-0.43,0.839,0.745,1.11,0.7,1.3,SO,,-1.08,SON,-0.4,2008-2009,WL
706,2008-11-01,2008,NOV,0.7,80.87,21.63,0.0,25.15,-0.05,26.47,-0.35,28.17,-0.5,0.787,0.78,1.05,0.5,1.3,ON,,-0.98,OND,-0.6,2008-2009,WL
707,2008-12-01,2008,DEC,0.59,83.06,22.58,-0.26,24.64,-0.63,25.83,-0.82,27.68,-0.77,0.779,0.834,-1.71,1.6,1.4,ND,,-1.01,NDJ,-0.7,2008-2009,WL
708,2009-01-01,2009,JAN,0.67,85.12,24.36,-0.16,25.32,-0.35,25.76,-0.8,27.38,-0.84,0.793,0.655,0.13,1.3,1.1,DJ,,-1.01,DJF,-0.9,2009-2010,ME
709,2009-02-01,2009,FEB,0.54,75.36,25.86,-0.24,25.96,-0.42,26.13,-0.6,27.41,-0.69,0.753,0.533,-1.57,1.3,1.9,JF,,-0.85,JFM,-0.8,2009-2010,ME
710,2009-03-01,2009,MAR,0.53,83.22,26.11,-0.49,26.51,-0.65,26.61,-0.62,27.69,-0.54,0.514,0.23,-1.29,0.9,0.4,FM,,-0.95,FMA,-0.6,2009-2010,ME
711,2009-04-01,2009,APR,0.57,80.37,26.07,0.34,27.53,-0.04,27.65,-0.16,28.3,-0.21,0.107,-0.157,-0.04,0.7,0.8,MA,,-0.81,MAM,-0.3,2009-2010,ME
712,2009-05-01,2009,MAY,0.63,81.02,25.11,0.5,27.59,0.38,28.06,0.18,28.82,0.03,-0.284,-0.49,-0.43,0.6,-0.1,AM,,-0.72,AMJ,0.0,2009-2010,ME
713,2009-06-01,2009,JUN,0.68,78.63,23.9,0.73,27.28,0.63,28.13,0.42,28.96,0.12,-0.476,-0.59,0.48,,0.1,MJ,,-0.05,MJJ,0.3,2009-2010,ME
714,2009-07-01,2009,JUL,0.74,85.87,22.82,0.98,26.66,0.79,27.83,0.53,29.06,0.27,-0.848,-0.946,0.72,,0.2,JJ,,0.56,JJA,0.5,2009-2010,ME
715,2009-08-01,2009,AUG,0.71,84.61,21.66,0.8,26.05,0.83,27.59,0.69,29.17,0.47,-1.309,-1.283,0.62,,-0.2,JA,,0.56,JAS,0.6,2009-2010,ME
716,2009-09-01,2009,SEP,0.76,82.15,21.21,0.63,25.83,0.82,27.48,0.71,29.04,0.37,-1.687,-1.662,1.03,,0.3,AS,,0.42,ASO,0.7,2009-2010,ME
717,2009-10-01,2009,OCT,0.69,81.64,21.12,0.25,25.84,0.75,27.69,0.92,29.54,0.86,-2.025,-1.927,0.64,,-1.2,SO,,0.56,SON,1.0,2009-2010,ME
718,2009-11-01,2009,NOV,0.76,82.71,21.87,0.25,26.27,1.07,28.25,1.43,29.84,1.17,-2.418,-2.151,0.19,,-0.6,ON,,1.04,OND,1.4,2009-2010,ME
719,2009-12-01,2009,DEC,0.71,83.99,23.46,0.62,26.67,1.41,28.33,1.68,29.62,1.17,-2.571,-2.168,0.04,-2.6,-0.7,ND,,0.95,NDJ,1.6,2009-2010,ME
720,2010-01-01,2010,JAN,0.76,86.17,24.52,0.0,26.73,1.06,28.1,1.53,29.39,1.16,-2.649,-2.205,0.96,-2.1,-1.1,DJ,,0.93,DJF,1.5,2010-2011,SL
721,2010-02-01,2010,FEB,0.83,77.58,25.79,-0.3,27.12,0.74,27.92,1.19,29.01,0.92,-2.398,-1.881,0.48,-2.3,-1.5,JF,,1.28,JFM,1.2,2010-2011,SL
722,2010-03-01,2010,MAR,0.89,86.65,26.5,-0.1,27.88,0.72,28.34,1.11,29.1,0.87,-2.127,-1.448,1.68,-1.5,-0.7,FM,,1.33,FMA,0.8,2010-2011,SL
723,2010-04-01,2010,APR,0.88,79.25,26.35,0.62,28.12,0.55,28.4,0.59,29.21,0.7,-1.75,-1.0,1.26,-0.3,1.2,MA,,0.49,MAM,0.4,2010-2011,SL
724,2010-05-01,2010,MAY,0.78,86.19,24.75,0.13,27.13,-0.09,27.77,-0.11,29.0,0.21,-1.548,-0.796,-0.73,0.6,0.9,AM,,-0.12,AMJ,-0.2,2010-2011,SL
725,2010-06-01,2010,JUN,0.7,82.86,23.36,0.18,26.08,-0.56,27.16,-0.55,28.58,-0.26,-0.957,-0.326,-0.1,1.0,0.4,MJ,,-1.29,MJJ,-0.7,2010-2011,SL
726,2010-07-01,2010,JUL,0.68,84.78,20.76,-1.07,25.0,-0.87,26.38,-0.92,28.13,-0.66,-0.564,-0.076,0.89,0.8,1.8,JJ,,-2.43,JJA,-1.1,2010-2011,SL
727,2010-08-01,2010,AUG,0.65,85.46,19.93,-0.92,24.23,-0.99,25.69,-1.21,27.56,-1.13,-0.218,0.038,1.07,1.0,1.8,JA,,-2.38,JAS,-1.4,2010-2011,SL
728,2010-09-01,2010,SEP,0.66,80.95,19.23,-1.35,24.07,-0.94,25.46,-1.31,27.2,-1.47,0.113,0.229,1.07,1.3,2.2,AS,,-2.26,ASO,-1.6,2010-2011,SL
729,2010-10-01,2010,OCT,0.69,83.68,19.46,-1.41,23.72,-1.36,25.36,-1.41,27.33,-1.35,0.681,0.723,2.15,1.3,1.7,SO,,-2.16,SON,-1.6,2010-2011,SL
730,2010-11-01,2010,NOV,0.77,80.62,20.3,-1.32,23.95,-1.25,25.38,-1.44,27.24,-1.43,1.167,1.11,-0.81,1.5,1.3,ON,,-2.01,OND,-1.6,2010-2011,SL
731,2010-12-01,2010,DEC,0.51,83.03,21.64,-1.2,23.98,-1.29,25.44,-1.21,27.31,-1.14,1.53,1.551,-2.08,2.2,2.9,ND,,-1.86,NDJ,-1.6,2010-2011,SL
732,2011-01-01,2011,JAN,0.55,83.42,23.89,-0.62,24.4,-1.28,25.09,-1.48,27.04,-1.18,1.523,1.584,1.0,2.0,2.3,DJ,,-1.77,DJF,-1.4,2011-2012,ML
733,2011-02-01,2011,FEB,0.51,76.74,26.11,0.01,25.58,-0.8,25.55,-1.19,27.03,-1.07,1.577,1.637,-2.41,2.3,2.7,JF,,-1.59,JFM,-1.2,2011-2012,ML
